SchoolYear,ESD Number,District Code,DIstrict Name,School Code,School Name,Accountability Status,1003 Award,Guidance and Counseling,Teaching,Instructional Professional Development,Instructional Technology,Curriculum,Supervision,Health/Related Services,Learning Resources,Operation of Buildings,Maintenance,Utilities,Pupil Management and Safety,No Activity Reported,,,
2022-2023,ESD 121,17415,Kent School District,3593,Pine Tree Elementary School,Target3+,30000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,17415,Kent School District,4440,Cedar Heights Middle School,Target3+,30000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,17415,Kent School District,3389,Scenic Hill Elementary School,Target3+,30000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 114,18100,Bremerton School District,4441,Mountain View Middle School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 114,18100,Bremerton School District,1737,Renaissance Alternative High School,LOWGRADS,65275,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,19403,Kittitas School District,2569,Kittitas Elementary School,Target3+,30000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 112,20403,Roosevelt School District,3530,Roosevelt Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 113,21232,Winlock School District,2290,Winlock Miller Elementary School,COMPRSCH,75855,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 113,21302,Chehalis School District,2027,Green Hill Academic School,SIINSTED,112500,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 101,22204,Harrington School District,3113,Harrington High School,LOWGRADS,65275,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 113,23309,Shelton School District,3292,Mountain View Elementary School,TargetEL,30000,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 114,23403,North Mason School District,4320,Sand Hill Elementary School,Target3+,30000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 171,24014,Nespelem School District,2494,Nespelem Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 112,25101,Ocean Beach School District,4039,Ocean Park Elementary School,COMPRSCH,75855,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 112,25101,Ocean Beach School District,2517,Hilltop School,Target3+,30000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,27003,Puyallup School District,5321,Open Doors Puyallup,COMPRSCH,75855,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,27010,Tacoma School District,2771,Lister Elementary School,COMPRSCH,75855,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,27010,Tacoma School District,2806,Reed Elementary School,COMPRSCH,75855,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,27010,Tacoma School District,2338,Hilltop Heritage Middle School (formerly Jason Lee Middle School),COMPRSCH,75855,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,27010,Tacoma School District,2275,Roosevelt Elementary School,COMPRSCH,75855,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,27010,Tacoma School District,2036,Larchmont Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,27010,Tacoma School District,4109,Oakland High School,LOWGRADS,65275,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,27010,Tacoma School District,2377,Gray Middle School,Target3+,45000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,27010,Tacoma School District,2215,Lincoln High School,TargetEL,30000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,27400,Clover Park School District,2652,Lakeview Hope Academy,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,27400,Clover Park School District,3602,Lochburn Middle School,COMPRSCH,75855,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,27400,Clover Park School District,2651,Tillicum Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,27402,Franklin Pierce School District,4063,Gates Secondary School,LOWGRADS,65275,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,27402,Franklin Pierce School District,3301,Christensen Elementary School,Target3+,30000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,27402,Franklin Pierce School District,3401,Perry G Keithley Middle School,TargetEL,30000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 121,27403,Bethel School District,5372,Acceleration Academy,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,29011,Concrete School District,2577,Concrete Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,29100,Burlington-Edison School District,3251,Lucille Umbarger Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,29100,Burlington-Edison School District,3603,Allen Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,29100,Burlington-Edison School District,1928,Burlington-Edison Alternative School,LOWGRADS,65275,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,29100,Burlington-Edison School District,2379,Edison Elementary School,Target3+,30000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,29101,Sedro-Woolley School District,1537,State Street High School,COMPRSCH,75855,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,29311,La Conner School District,2522,La Conner Elementary School,Target3+,30000,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,29320,Mount Vernon School District,3821,La Venture Middle School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 112,30303,Stevenson-Carson School District,3800,Wind River Middle School,COMPRSCH,75855,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,31006,Mukilteo School District,4425,Voyager Middle School,Target3+,30000,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,31015,Edmonds School District,5358,Edmonds Career Access Program,COMPRSCH,75855,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,31015,Edmonds School District,3608,Oak Heights Elementary School,Target3+,30000,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,31016,Arlington School District,4287,Weston High School,COMPRSCH,75855,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,31016,Arlington School District,4154,Presidents Elementary School,Target3+,30000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,31016,Arlington School District,4327,Eagle Creek Elementary School,TargetEL,30000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,31016,Arlington School District,4436,Kent Prairie Elementary School,TargetEL,30000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,31025,Marysville School District,5350,Quil Ceda Tulalip Elementary,COMPRSCH,75855,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,31025,Marysville School District,2813,Totem Middle School,COMPRSCH,75855,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,31025,Marysville School District,1657,Heritage School,COMPRSCH,75855,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,31025,Marysville School District,4150,Marshall Elementary School,Target3+,30000,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,31025,Marysville School District,3964,Liberty Elementary School,Target3+,30000,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,31311,Sultan School District,2105,Sultan Middle School,Target3+,30000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,31311,Sultan School District,4399,Gold Bar Elementary School,TargetEL,30000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,31332,Granite Falls School District,4479,Monte Cristo Elementary School,Target3+,30000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,31401,Stanwood-Camano School District,5108,Lincoln Academy School,COMPRSCH,75855,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 101,32081,Spokane School District,2108,Stevens Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 101,32081,Spokane School District,3257,Shaw Middle School,COMPRSCH,75855,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 101,32081,Spokane School District,3729,Grant Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 101,32081,Spokane School District,1567,Pratt Academy,COMPRSCH,75855,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 101,32081,Spokane School District,3718,Longfellow Elementary School,Target3+,30000,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 101,32081,Spokane School District,3758,Garry Middle School,Target3+,45000,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 101,32356,Central Valley School District,2892,Broadway Elementary School,Target3+,30000,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 101,32360,Cheney School District,2954,Betz Elementary School,Target3+,30000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 101,32360,Cheney School District,3761,Salnave Elementary School,Target3+,30000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 101,32363,West Valley School District (Spokane),1628,Dishman Hills High School,LOWGRADS,65275,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 101,33049,Wellpinit School District,2549,Wellpinit Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 101,33207,Mary Walker School District,2297,Springdale Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 113,34002,Yelm School District,3848,Southworth Elementary School,Target3+,30000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 113,34003,North Thurston Public Schools,3611,Nisqually Middle School,Target3+,30000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 113,34801,Capital Region ESD 113,5305,GRAVITY Learning Center,COMPRSCH,75885,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,
2022-2023,ESD 123,36140,Walla Walla Public Schools,4071,Lincoln High School,LOWGRADS,65275,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 123,36400,Columbia (Walla Walla) School District,3012,Columbia Middle School,Target3+,30000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 123,36402,Prescott School District,3574,Prescott Elementary School,COMPRSCH,75855,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,37501,Bellingham School District,3201,Shuksan Middle School,Target3+,30000,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,37501,Bellingham School District,2431,Birchwood Elementary School,TargetEL,30000,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 189,37502,Ferndale School District,4482,Eagleridge Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,
2022-2023,ESD 189,37504,Lynden School District,3417,Fisher Elementary School,Target3+,30000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39007,Yakima School District,2899,McClure Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39007,Yakima School District,4093,Stanton Academy,COMPRSCH,75855,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,
2022-2023,ESD 105,39007,Yakima School District,2592,Adams Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39007,Yakima School District,3615,Lewis & Clark Middle School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39007,Yakima School District,5153,Yakima Online,LOWGRADS,65275,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39007,Yakima School District,2819,Nob Hill Elementary School,Target3+,30000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39007,Yakima School District,2314,Washington Middle School,Target3+,30000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39007,Yakima School District,3206,Eisenhower High School,TargetEL,30000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39120,Mabton School District,3070,Artz Fox Elementary School,COMPRSCH,75855,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39200,Grandview School District,3013,Smith Elementary School,COMPRSCH,75855,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39200,Grandview School District,1776,Contract Learning Center,LOWGRADS,65275,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39201,Sunnyside School District,4000,Chief Kamiakin Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39202,Toppenish School District,2264,Toppenish Middle School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39202,Toppenish School District,2635,Lincoln Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39202,Toppenish School District,1508,Computer Academy Toppenish High School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39202,Toppenish School District,4106,Kirkwood Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39204,Granger School District,3314,Granger High School,TargetEL,30000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39207,Wapato School District,4518,Adams Elementary School,COMPRSCH,75855,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39207,Wapato School District,5544,Camas Elementary School,COMPRSCH,75855,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39207,Wapato School District,2131,Wapato Middle School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39207,Wapato School District,4022,Pace Alternative High School,COMPRSCH,75855,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39207,Wapato School District,3141,Wapato High School,TargetEL,30000,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39209,Mount Adams School District,2506,Harrah Elementary School,COMPRSCH,75855,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
2022-2023,ESD 105,39209,Mount Adams School District,2389,Mount Adams Middle School,TargetEL,30000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
